구분,설치목적,설치장소유형,설치위치,도로명,지번,개수,위도,경도,행정동
가로등,,,,,,,35.87702965,128.5821714,성내3동
가로등,,,,,,,35.87726362,128.5821541,성내3동
가로등,,,,,,,35.87736475,128.5822844,성내3동
가로등,,,,,,,35.87731245,128.582763,성내3동
가로등,,,,,,,35.87725227,128.5830773,성내3동
가로등,,,,,,,35.8771878,128.5834279,성내3동
가로등,,,,,,,35.87710546,128.5838669,성내3동
가로등,,,,,,,35.87703954,128.5841892,성내3동
가로등,,,,,,,35.87693192,128.5845961,성내3동
가로등,,,,,,,35.87688212,128.5848418,성내3동
가로등,,,,,,,35.87683015,128.5851089,성내3동
가로등,,,,,,,35.87678012,128.5853615,성내3동
가로등,,,,,,,35.8767243,128.5856364,성내3동
가로등,,,,,,,35.87667334,128.5858782,성내3동
가로등,,,,,,,35.87662092,128.5861457,성내3동
가로등,,,,,,,35.87657398,128.5864081,성내3동
가로등,,,,,,,35.87652321,128.5866615,성내3동
가로등,,,,,,,35.8764725,128.5869423,성내3동
가로등,,,,,,,35.87642014,128.5872078,성내3동
가로등,,,,,,,35.87636785,128.587459,성내3동
가로등,,,,,,,35.87631525,128.5877208,성내2동
가로등,,,,,,,35.87743429,128.5819264,성내3동
가로등,,,,,,,35.87729415,128.5819409,성내3동
가로등,,,,,,,35.87563059,128.5913614,성내2동
가로등,,,,,,,35.87622895,128.588378,성내2동
가로등,,,,,,,35.87617556,128.5886278,성내2동
가로등,,,,,,,35.87612414,128.588894,성내2동
가로등,,,,,,,35.87605267,128.5892525,성내2동
가로등,,,,,,,35.87600361,128.5894987,성내2동
가로등,,,,,,,35.87592855,128.5898889,성내2동
가로등,,,,,,,35.87586555,128.5902026,성내2동
가로등,,,,,,,35.8757868,128.5905952,성내2동
가로등,,,,,,,35.87573229,128.5908687,성내2동
가로등,,,,,,,35.87566088,128.591222,성내2동
가로등,,,,,,,35.87557208,128.591666,성내2동
가로등,,,,,,,35.87553495,128.5918546,성내2동
가로등,,,,,,,35.87547851,128.5921425,성내2동
가로등,,,,,,,35.87541316,128.5924703,성내2동
가로등,,,,,,,35.87534333,128.5928159,성내2동
가로등,,,,,,,35.87528617,128.5931023,성내2동
가로등,,,,,,,35.87523166,128.5933656,성내2동
가로등,,,,,,,35.87516797,128.5937065,성내2동
가로등,,,,,,,35.87510027,128.5940556,성내2동
가로등,,,,,,,35.87501935,128.5945204,성내1동
가로등,,,,,,,35.87330294,128.6029038,동인동
가로등,,,,,,,35.87358215,128.6015047,동인동
가로등,,,,,,,35.87353816,128.6018248,동인동
가로등,,,,,,,35.87344935,128.602258,동인동
가로등,,,,,,,35.87338854,128.6025708,동인동
가로등,,,,,,,35.87329655,128.602922,동인동
가로등,,,,,,,35.87313497,128.6031956,동인동
가로등,,,,,,,35.87293398,128.6034555,동인동
가로등,,,,,,,35.87270674,128.6037086,동인동
가로등,,,,,,,35.87247359,128.6038618,동인동
가로등,,,,,,,35.87222712,128.6040313,동인동
가로등,,,,,,,35.87198681,128.6041975,동인동
가로등,,,,,,,35.87181379,128.6043163,동인동
가로등,,,,,,,35.87423898,128.5983588,성내1동
가로등,,,,,,,35.87487738,128.5952871,칠성동
가로등,,,,,,,35.87484393,128.5954353,칠성동
가로등,,,,,,,35.87476357,128.5958015,성내1동
가로등,,,,,,,35.87470775,128.5960679,성내1동
가로등,,,,,,,35.87463249,128.5964474,성내1동
가로등,,,,,,,35.87455034,128.5967909,성내1동
가로등,,,,,,,35.87447409,128.5971143,성내1동
가로등,,,,,,,35.87442879,128.597444,성내1동
가로등,,,,,,,35.87436281,128.5977547,성내1동
가로등,,,,,,,35.87430204,128.5980334,성내1동
가로등,,,,,,,35.87423757,128.5983807,성내1동
가로등,,,,,,,35.87417195,128.5986836,성내1동
가로등,,,,,,,35.87412677,128.5989103,성내1동
가로등,,,,,,,35.87409495,128.5990673,성내1동
가로등,,,,,,,35.87406104,128.5992388,성내1동
가로등,,,,,,,35.87401834,128.5994565,성내1동
가로등,,,,,,,35.87394316,128.599835,성내1동
가로등,,,,,,,35.87388401,128.6001255,동인동
가로등,,,,,,,35.87384022,128.6003426,동인동
가로등,,,,,,,35.87380553,128.6005104,동인동
가로등,,,,,,,35.87374492,128.6007866,동인동
가로등,,,,,,,35.8736476,128.6011714,동인동
가로등,,,,,,,35.87297378,128.6091509,동인동
가로등,,,,,,,35.87261318,128.607499,동인동
가로등,,,,,,,35.87268563,128.6078382,동인동
가로등,,,,,,,35.87276245,128.6081855,동인동
가로등,,,,,,,35.87282473,128.6084873,동인동
가로등,,,,,,,35.87291524,128.608908,동인동
가로등,,,,,,,35.872976,128.6091596,동인동
가로등,,,,,,,35.87305655,128.6095478,동인동
가로등,,,,,,,35.87313291,128.6099028,동인동
가로등,,,,,,,35.8732123,128.6102732,동인동
가로등,,,,,,,35.87240501,128.6053408,동인동
가로등,,,,,,,35.87233006,128.6046845,동인동
가로등,,,,,,,35.87239346,128.6050019,동인동
가로등,,,,,,,35.87240833,128.6053741,동인동
가로등,,,,,,,35.87242794,128.6057626,동인동
가로등,,,,,,,35.87244584,128.6061173,동인동
가로등,,,,,,,35.87246474,128.6064987,동인동
가로등,,,,,,,35.87247965,128.6069004,동인동
가로등,,,,,,,35.87249322,128.6072664,동인동
가로등,,,,,,,35.87328466,128.6107533,동인동
가로등,,,,,,,35.87326801,128.6107916,동인동
가로등,,,,,,,35.87302373,128.6110716,동인동
가로등,,,,,,,35.87271835,128.6113098,동인동
가로등,,,,,,,35.87244245,128.6114553,동인동
가로등,,,,,,,35.87213198,128.6115738,동인동
가로등,,,,,,,35.87184874,128.6117019,동인동
가로등,,,,,,,35.87159147,128.6118105,동인동
가로등,,,,,,,35.87130099,128.6119247,동인동
가로등,,,,,,,35.87316566,128.6110771,동인동
가로등,,,,,,,35.87293174,128.6112991,동인동
가로등,,,,,,,35.87267293,128.6114867,동인동
가로등,,,,,,,35.87239249,128.6116375,동인동
가로등,,,,,,,35.87210069,128.611759,동인동
가로등,,,,,,,35.87180226,128.611877,동인동
가로등,,,,,,,35.87150095,128.6119953,동인동
가로등,,,,,,,35.87120214,128.6121138,동인동
가로등,,,,,,,35.87332641,128.6114202,동인동
가로등,,,,,,,35.87306105,128.6116463,동인동
가로등,,,,,,,35.87277825,128.611821,동인동
가로등,,,,,,,35.87248174,128.6119661,동인동
가로등,,,,,,,35.87219751,128.6120841,동인동
가로등,,,,,,,35.87189338,128.6122075,동인동
