구분,설치목적,설치장소유형,설치위치,도로명,지번,개수,위도,경도,행정동
가로등,,,,,,,35.88098438,128.6016987,칠성동
가로등,,,,,,,35.87921437,128.6027675,칠성동
가로등,,,,,,,35.88071462,128.601859,칠성동
가로등,,,,,,,35.88045324,128.6020207,칠성동
가로등,,,,,,,35.88019698,128.602193,칠성동
가로등,,,,,,,35.8799422,128.6023714,칠성동
가로등,,,,,,,35.87969443,128.6025674,칠성동
가로등,,,,,,,35.87943848,128.6027577,칠성동
가로등,,,,,,,35.87918839,128.6029396,칠성동
가로등,,,,,,,35.87893628,128.6031263,칠성동
가로등,,,,,,,35.87868527,128.603317,칠성동
가로등,,,,,,,35.87843236,128.6035052,칠성동
가로등,,,,,,,35.87818981,128.6037048,칠성동
가로등,,,,,,,35.87794817,128.6039107,칠성동
가로등,,,,,,,35.87771439,128.6041292,칠성동
가로등,,,,,,,35.87748894,128.6043606,칠성동
가로등,,,,,,,35.87726866,128.6045993,칠성동
가로등,,,,,,,35.87705567,128.6048478,칠성동
가로등,,,,,,,35.87685126,128.605107,칠성동
가로등,,,,,,,35.87665371,128.605374,칠성동
가로등,,,,,,,35.87646086,128.6056462,칠성동
가로등,,,,,,,35.87627227,128.6059388,칠성동
가로등,,,,,,,35.92981154,128.5538384,구암동
가로등,,,,,,,35.93270636,128.555312,구암동
가로등,,,,,,,35.93231217,128.5551625,구암동
가로등,,,,,,,35.93158923,128.5547918,구암동
가로등,,,,,,,35.93122997,128.5545859,구암동
가로등,,,,,,,35.93088259,128.5543762,구암동
가로등,,,,,,,35.93053521,128.5541419,구암동
가로등,,,,,,,35.93018796,128.5539069,구암동
가로등,,,,,,,35.92983996,128.5536715,구암동
가로등,,,,,,,35.92949513,128.5534381,구암동
가로등,,,,,,,35.92915256,128.553208,구암동
가로등,,,,,,,35.9287899,128.5529603,구암동
가로등,,,,,,,35.92844794,128.5527307,구암동
가로등,,,,,,,35.92804033,128.5524295,구암동
가로등,,,,,,,35.92779759,128.5522371,구암동
가로등,,,,,,,35.927463,128.5519675,구암동
가로등,,,,,,,35.9271266,128.5516965,구암동
가로등,,,,,,,35.92679145,128.551383,구암동
가로등,,,,,,,35.92649393,128.5510725,구암동
가로등,,,,,,,35.92616143,128.5508209,구암동
가로등,,,,,,,35.92581282,128.5505684,구암동
가로등,,,,,,,35.92592875,128.5508456,구암동
가로등,,,,,,,35.92627354,128.5511046,구암동
가로등,,,,,,,35.92655665,128.5513501,구암동
가로등,,,,,,,35.9268943,128.5517088,구암동
가로등,,,,,,,35.92723421,128.5519825,구암동
가로등,,,,,,,35.92758018,128.5522612,구암동
가로등,,,,,,,35.92791275,128.5525291,구암동
가로등,,,,,,,35.92822734,128.5527846,구암동
가로등,,,,,,,35.92858797,128.5530137,구암동
가로등,,,,,,,35.92891933,128.553236,구암동
가로등,,,,,,,35.92926538,128.5534704,구암동
가로등,,,,,,,35.92960427,128.5537028,구암동
가로등,,,,,,,35.92995151,128.5539354,구암동
가로등,,,,,,,35.93039482,128.5542365,구암동
가로등,,,,,,,35.93064588,128.5544065,구암동
가로등,,,,,,,35.93099303,128.5546352,구암동
가로등,,,,,,,35.93138504,128.5548625,구암동
가로등,,,,,,,35.93164808,128.555013,구암동
가로등,,,,,,,35.93213958,128.5552699,구암동
가로등,,,,,,,35.9324485,128.5553893,구암동
가로등,,,,,,,35.93284834,128.5555454,구암동
가로등,,,,,,,35.93322936,128.555692,구암동
가로등,,,,,,,35.93360536,128.5558358,구암동
가로등,,,,,,,35.93398907,128.5559583,구암동
가로등,,,,,,,35.9342207,128.5558459,구암동
가로등,,,,,,,35.93382141,128.5557367,구암동
가로등,,,,,,,35.93344436,128.5556006,구암동
가로등,,,,,,,35.93306861,128.5554539,구암동
가로등,,,,,,,35.93178978,128.5578145,구암동
가로등,,,,,,,35.93187287,128.5543145,구암동
가로등,,,,,,,35.93183517,128.5546787,구암동
가로등,,,,,,,35.93174986,128.5552476,구암동
가로등,,,,,,,35.9317184,128.5556329,구암동
가로등,,,,,,,35.93168503,128.555995,구암동
가로등,,,,,,,35.93165435,128.5563775,구암동
가로등,,,,,,,35.93161868,128.5567613,구암동
가로등,,,,,,,35.93159064,128.5571149,구암동
가로등,,,,,,,35.9315552,128.5574879,구암동
가로등,,,,,,,35.93152063,128.5578769,구암동
가로등,,,,,,,35.93150098,128.5584745,구암동
가로등,,,,,,,35.93147521,128.5587728,구암동
가로등,,,,,,,35.93144909,128.5590727,구암동
가로등,,,,,,,35.93142327,128.5593711,구암동
가로등,,,,,,,35.93139237,128.5597292,구암동
가로등,,,,,,,35.93136207,128.5600794,구암동
가로등,,,,,,,35.93133288,128.5604172,구암동
가로등,,,,,,,35.93130566,128.5607293,구암동
가로등,,,,,,,35.93127963,128.5610217,구암동
가로등,,,,,,,35.93148081,128.5610493,구암동
가로등,,,,,,,35.93150452,128.5607483,구암동
가로등,,,,,,,35.93153068,128.5604441,구암동
가로등,,,,,,,35.93156032,128.5601012,구암동
가로등,,,,,,,35.93159064,128.559751,구암동
가로등,,,,,,,35.93162126,128.5593972,구암동
가로등,,,,,,,35.93164793,128.559091,구암동
가로등,,,,,,,35.93167381,128.5587932,구암동
가로등,,,,,,,35.9316993,128.5584963,구암동
가로등,,,,,,,35.93177524,128.5579498,구암동
가로등,,,,,,,35.93181149,128.5575288,동천동
가로등,,,,,,,35.93184572,128.5571544,구암동
가로등,,,,,,,35.93187718,128.5567834,구암동
가로등,,,,,,,35.93190907,128.5564196,동천동
가로등,,,,,,,35.93194276,128.5560324,구암동
가로등,,,,,,,35.93197448,128.5556717,구암동
가로등,,,,,,,35.93202932,128.5552811,구암동
가로등,,,,,,,35.93201491,128.554984,구암동
가로등,,,,,,,35.93203347,128.5547106,동천동
가로등,,,,,,,35.93207046,128.554348,동천동
가로등,,,,,,,35.93120318,128.5549236,구암동
가로등,,,,,,,35.93118126,128.5552004,구암동
가로등,,,,,,,35.93115768,128.5554806,구암동
가로등,,,,,,,35.9311344,128.5557564,구암동
가로등,,,,,,,35.93111486,128.5560318,구암동
가로등,,,,,,,35.93109514,128.5563126,구암동
가로등,,,,,,,35.93106833,128.5565807,구암동
가로등,,,,,,,35.93104597,128.5568608,구암동
가로등,,,,,,,35.93102469,128.5571296,구암동
가로등,,,,,,,35.93100006,128.5574084,구암동
가로등,,,,,,,35.93097638,128.5576868,구암동
가로등,,,,,,,35.93095842,128.5579041,구암동
가로등,,,,,,,35.93126921,128.5566372,구암동
가로등,,,,,,,35.93151031,128.5566671,구암동
가로등,,,,,,,35.93234473,128.5580844,동천동
가로등,,,,,,,35.9323684,128.5578089,동천동
가로등,,,,,,,35.93239079,128.5575343,동천동
가로등,,,,,,,35.93241292,128.5572565,동천동
가로등,,,,,,,35.93243804,128.5569794,동천동
가로등,,,,,,,35.93246095,128.5567141,동천동
가로등,,,,,,,35.93248479,128.5564327,동천동
가로등,,,,,,,35.93251087,128.556153,동천동
가로등,,,,,,,35.9325345,128.5558761,동천동
가로등,,,,,,,35.93255571,128.5556129,구암동
가로등,,,,,,,35.93223582,128.5567619,동천동
가로등,,,,,,,35.93204283,128.5567314,동천동
가로등,,,,,,,35.92915393,128.560509,구암동
가로등,,,,,,,35.93108249,128.5612484,구암동
가로등,,,,,,,35.93077519,128.5611788,구암동
가로등,,,,,,,35.93050092,128.5611271,구암동
가로등,,,,,,,35.9302243,128.5610715,구암동
가로등,,,,,,,35.92996977,128.5609851,구암동
가로등,,,,,,,35.92972318,128.5608765,구암동
가로등,,,,,,,35.92944596,128.5607176,구암동
가로등,,,,,,,35.92919625,128.5605446,구암동
가로등,,,,,,,35.92892703,128.5603147,구암동
가로등,,,,,,,35.92874839,128.5601372,구암동
가로등,,,,,,,35.92855271,128.5599083,구암동
가로등,,,,,,,35.92834812,128.5596423,구암동
가로등,,,,,,,35.92814983,128.5593837,구암동
가로등,,,,,,,35.92794893,128.5591227,구암동
가로등,,,,,,,35.92773925,128.55885,구암동
가로등,,,,,,,35.92754941,128.5585999,구암동
가로등,,,,,,,35.92734204,128.5583317,구암동
가로등,,,,,,,35.92714051,128.5580539,구암동
가로등,,,,,,,35.92696384,128.5578204,구암동
가로등,,,,,,,35.92678014,128.5576003,구암동
가로등,,,,,,,35.92655022,128.5572768,구암동
가로등,,,,,,,35.92635383,128.5574678,구암동
가로등,,,,,,,35.9266257,128.55783,구암동
가로등,,,,,,,35.92677623,128.5580234,구암동
가로등,,,,,,,35.92696182,128.5582647,구암동
가로등,,,,,,,35.92716865,128.5585345,구암동
가로등,,,,,,,35.92737366,128.5588002,구암동
가로등,,,,,,,35.92756861,128.5590549,구암동
가로등,,,,,,,35.92777681,128.5593277,구암동
가로등,,,,,,,35.92798415,128.5595962,구암동
가로등,,,,,,,35.92818249,128.5598553,구암동
가로등,,,,,,,35.92838803,128.5601206,구암동
가로등,,,,,,,35.92860496,128.5603707,구암동
가로등,,,,,,,35.92883718,128.5605973,구암동
가로등,,,,,,,35.92908755,128.5608034,구암동
가로등,,,,,,,35.92935414,128.5609907,구암동
가로등,,,,,,,35.92962011,128.5611427,구암동
가로등,,,,,,,35.92988812,128.5612621,구암동
가로등,,,,,,,35.93016264,128.5613667,구암동
가로등,,,,,,,35.93044881,128.561439,구암동
가로등,,,,,,,35.93073496,128.5614807,구암동
가로등,,,,,,,35.93101822,128.5615345,구암동
가로등,,,,,,,35.93122887,128.5615843,구암동
가로등,,,,,,,35.9316519,128.5616524,구암동
가로등,,,,,,,35.93195551,128.5617079,구암동
가로등,,,,,,,35.93228011,128.561767,구암동
가로등,,,,,,,35.93258044,128.5618217,구암동
가로등,,,,,,,35.93288266,128.5618769,구암동
가로등,,,,,,,35.93320244,128.561936,동천동
가로등,,,,,,,35.93323878,128.5616466,동천동
가로등,,,,,,,35.93291933,128.5615869,동천동
가로등,,,,,,,35.93260938,128.5615262,동천동
가로등,,,,,,,35.93230741,128.5614721,구암동
가로등,,,,,,,35.93198839,128.5614146,구암동
가로등,,,,,,,35.93168398,128.5613598,구암동
가로등,,,,,,,35.92477268,128.5546118,태전2동
가로등,,,,,,,35.92530475,128.549581,태전2동
가로등,,,,,,,35.92525929,128.5500617,태전2동
가로등,,,,,,,35.92521375,128.5505466,태전2동
가로등,,,,,,,35.92516721,128.5510245,태전2동
가로등,,,,,,,35.92511987,128.551522,태전2동
가로등,,,,,,,35.92507389,128.5520008,태전2동
가로등,,,,,,,35.92502653,128.5524885,태전2동
가로등,,,,,,,35.92497001,128.5529935,태전2동
가로등,,,,,,,35.9249062,128.5532373,태전2동
가로등,,,,,,,35.92487909,128.5535235,태전2동
가로등,,,,,,,35.92484808,128.5538496,태전2동
가로등,,,,,,,35.92482437,128.5540936,태전2동
가로등,,,,,,,35.9247966,128.554381,태전2동
가로등,,,,,,,35.92476835,128.554663,태전2동
가로등,,,,,,,35.93377938,128.5587876,동천동
가로등,,,,,,,35.93410155,128.5563574,동천동
가로등,,,,,,,35.9340371,128.5568464,동천동
가로등,,,,,,,35.93397621,128.5573297,동천동
가로등,,,,,,,35.93391757,128.5578088,동천동
가로등,,,,,,,35.93382874,128.5583637,동천동
가로등,,,,,,,35.93351071,128.558372,동천동
가로등,,,,,,,35.93313545,128.5583259,동천동
가로등,,,,,,,35.93273865,128.5582719,동천동
가로등,,,,,,,35.93239856,128.5582269,동천동
가로등,,,,,,,35.93204572,128.5581835,동천동
가로등,,,,,,,35.93140011,128.5580951,구암동
가로등,,,,,,,35.93108625,128.5580549,구암동
가로등,,,,,,,35.93059811,128.557988,구암동
가로등,,,,,,,35.93027856,128.5578753,구암동
가로등,,,,,,,35.92997116,128.5576561,구암동
가로등,,,,,,,35.9296381,128.557247,구암동
가로등,,,,,,,35.92944224,128.5569903,구암동
가로등,,,,,,,35.92916777,128.5566369,구암동
가로등,,,,,,,35.92888137,128.5562615,구암동
가로등,,,,,,,35.92864966,128.5559622,구암동
가로등,,,,,,,35.92833433,128.5555496,구암동
가로등,,,,,,,35.92840617,128.5558812,구암동
가로등,,,,,,,35.9286702,128.5562276,구암동
가로등,,,,,,,35.92893728,128.5565775,구암동
가로등,,,,,,,35.92920772,128.5569283,구암동
가로등,,,,,,,35.9294756,128.5572783,구암동
가로등,,,,,,,35.92980805,128.5576998,구암동
가로등,,,,,,,35.93013081,128.5579718,구암동
가로등,,,,,,,35.93040815,128.5581067,구암동
가로등,,,,,,,35.93080546,128.558186,구암동
가로등,,,,,,,35.93123964,128.55824,구암동
가로등,,,,,,,35.93185306,128.5583246,동천동
가로등,,,,,,,35.93220112,128.5583689,동천동
가로등,,,,,,,35.93252246,128.5584163,동천동
가로등,,,,,,,35.93291528,128.5584656,동천동
가로등,,,,,,,35.93331746,128.5585224,동천동
가로등,,,,,,,35.93367482,128.5585555,동천동
가로등,,,,,,,35.93378654,128.5588148,동천동
가로등,,,,,,,35.9337257,128.559291,동천동
가로등,,,,,,,35.93366316,128.5597803,동천동
가로등,,,,,,,35.9336021,128.5602582,동천동
가로등,,,,,,,35.93353589,128.5607374,동천동
가로등,,,,,,,35.93347703,128.5612164,동천동
가로등,,,,,,,35.93360305,128.5615023,동천동
가로등,,,,,,,35.9336689,128.5610038,동천동
가로등,,,,,,,35.93372394,128.5605693,동천동
가로등,,,,,,,35.93378641,128.5600497,동천동
가로등,,,,,,,35.93385103,128.5595659,동천동
가로등,,,,,,,35.93391359,128.5590767,동천동
가로등,,,,,,,35.93394657,128.5588582,동천동
가로등,,,,,,,35.93404635,128.5580864,동천동
가로등,,,,,,,35.93410563,128.5576365,동천동
가로등,,,,,,,35.93416851,128.5571256,동천동
가로등,,,,,,,35.93423068,128.5566432,동천동
가로등,,,,,,,35.93428492,128.5562373,동천동
가로등,,,,,,,35.92755835,128.5558048,구암동
가로등,,,,,,,35.92657127,128.5515644,구암동
가로등,,,,,,,35.92653114,128.5519485,구암동
가로등,,,,,,,35.92650953,128.5521738,구암동
가로등,,,,,,,35.92648605,128.5524382,구암동
가로등,,,,,,,35.92645692,128.5527499,구암동
가로등,,,,,,,35.92643493,128.5529582,구암동
가로등,,,,,,,35.92641026,128.5532267,구암동
가로등,,,,,,,35.9263818,128.553513,구암동
가로등,,,,,,,35.92635646,128.55378,구암동
가로등,,,,,,,35.92633624,128.554025,구암동
가로등,,,,,,,35.92631339,128.5542482,구암동
가로등,,,,,,,35.92630938,128.5546116,구암동
가로등,,,,,,,35.92649556,128.5548545,구암동
가로등,,,,,,,35.9266611,128.5550684,구암동
가로등,,,,,,,35.92681861,128.5552735,구암동
가로등,,,,,,,35.92697266,128.555475,구암동
가로등,,,,,,,35.92710324,128.5556434,구암동
가로등,,,,,,,35.92728327,128.5558803,구암동
가로등,,,,,,,35.92731801,128.5560828,구암동
가로등,,,,,,,35.92703599,128.5564139,구암동
가로등,,,,,,,35.92675189,128.556736,구암동
가로등,,,,,,,35.92650681,128.557022,구암동
가로등,,,,,,,35.92673289,128.5569852,구암동
가로등,,,,,,,35.92699708,128.5566802,구암동
가로등,,,,,,,35.92727417,128.5563634,구암동
가로등,,,,,,,35.92754764,128.5560444,구암동
가로등,,,,,,,35.92783362,128.5557129,구암동
가로등,,,,,,,35.92806692,128.555496,구암동
가로등,,,,,,,35.92814834,128.5552529,구암동
가로등,,,,,,,35.92819726,128.5547024,구암동
가로등,,,,,,,35.92824086,128.5542402,구암동
가로등,,,,,,,35.92828748,128.5537588,구암동
가로등,,,,,,,35.92833508,128.5532519,구암동
가로등,,,,,,,35.92822686,128.5529695,구암동
가로등,,,,,,,35.92817548,128.5535097,구암동
가로등,,,,,,,35.92812607,128.5540258,구암동
가로등,,,,,,,35.92808279,128.5544556,구암동
가로등,,,,,,,35.92803719,128.5549414,구암동
가로등,,,,,,,35.92788664,128.5554211,구암동
가로등,,,,,,,35.92759751,128.5557588,구암동
가로등,,,,,,,35.8764548,128.6041498,칠성동
가로등,,,,,,,35.876096,128.6056533,칠성동
가로등,,,,,,,35.87617275,128.6052896,칠성동
가로등,,,,,,,35.87624702,128.6049232,칠성동
가로등,,,,,,,35.87631566,128.6045763,칠성동
가로등,,,,,,,35.87647087,128.6041347,칠성동
가로등,,,,,,,35.87670046,128.6040036,칠성동
가로등,,,,,,,35.8769241,128.6038573,칠성동
가로등,,,,,,,35.87715608,128.6037043,칠성동
가로등,,,,,,,35.87645828,128.6029143,칠성동
가로등,,,,,,,35.87641302,128.6035505,칠성동
가로등,,,,,,,35.8764362,128.603201,칠성동
가로등,,,,,,,35.87645986,128.6028955,칠성동
가로등,,,,,,,35.87648455,128.6025903,칠성동
가로등,,,,,,,35.87651108,128.6022134,칠성동
가로등,,,,,,,35.87653845,128.6018131,칠성동
가로등,,,,,,,35.8750051,128.605882,칠성동
가로등,,,,,,,35.87302437,128.6047251,칠성동
가로등,,,,,,,35.87321708,128.6048454,칠성동
가로등,,,,,,,35.87342952,128.6049653,칠성동
가로등,,,,,,,35.874002,128.6052985,칠성동
가로등,,,,,,,35.87420133,128.6054145,칠성동
가로등,,,,,,,35.87441202,128.6055272,칠성동
가로등,,,,,,,35.8746275,128.6056612,칠성동
가로등,,,,,,,35.87498208,128.6058679,칠성동
가로등,,,,,,,35.89238097,128.5921231,침산3동
가로등,,,,,,,35.8922652,128.5924583,침산3동
가로등,,,,,,,35.89199607,128.5926823,침산3동
가로등,,,,,,,35.89174761,128.5929027,침산2동
가로등,,,,,,,35.89150104,128.5931445,침산2동
가로등,,,,,,,35.89125766,128.5933984,침산2동
가로등,,,,,,,35.8909064,128.5938096,침산2동
가로등,,,,,,,35.89069137,128.5940867,침산2동
가로등,,,,,,,35.89103066,128.5939442,침산2동
가로등,,,,,,,35.89135753,128.5935634,침산2동
가로등,,,,,,,35.89159883,128.5933093,침산2동
가로등,,,,,,,35.89184453,128.5930721,침산2동
가로등,,,,,,,35.89208538,128.5928524,침산3동
가로등,,,,,,,35.89235565,128.5926329,침산3동
가로등,,,,,,,35.89253267,128.5926052,침산3동
가로등,,,,,,,35.89269535,128.5927361,침산3동
가로등,,,,,,,35.89277653,128.5929358,침산3동
가로등,,,,,,,35.89286089,128.5931312,산격1동
가로등,,,,,,,35.89294278,128.5933266,산격1동
가로등,,,,,,,35.89302599,128.5935252,산격1동
가로등,,,,,,,35.89309986,128.5937227,산격1동
가로등,,,,,,,35.89306393,128.5938801,산격1동
가로등,,,,,,,35.89240745,128.5919992,침산3동
가로등,,,,,,,35.89235451,128.5922662,침산3동
가로등,,,,,,,35.89232499,128.5921428,침산3동
가로등,,,,,,,35.89211681,128.5922988,침산3동
가로등,,,,,,,35.89186637,128.5925121,침산3동
가로등,,,,,,,35.89162876,128.5927615,침산2동
가로등,,,,,,,35.89129424,128.5930865,침산2동
가로등,,,,,,,35.89107388,128.593335,침산2동
가로등,,,,,,,35.89085219,128.5935844,침산2동
가로등,,,,,,,35.89062134,128.5938872,침산2동
가로등,,,,,,,35.8904325,128.5941562,침산2동
가로등,,,,,,,35.89023094,128.5944531,침산2동
가로등,,,,,,,35.89005833,128.5947185,침산2동
가로등,,,,,,,35.88614098,128.6002961,침산2동
가로등,,,,,,,35.88630109,128.6000835,침산2동
가로등,,,,,,,35.88610427,128.6003151,침산2동
가로등,,,,,,,35.88588932,128.6005222,침산2동
가로등,,,,,,,35.88560574,128.6005718,침산2동
가로등,,,,,,,35.88533987,128.6006023,침산2동
가로등,,,,,,,35.88508319,128.6006234,침산2동
가로등,,,,,,,35.88477284,128.6006445,침산2동
가로등,,,,,,,35.8847833,128.6008492,침산2동
가로등,,,,,,,35.88507998,128.6008277,침산2동
가로등,,,,,,,35.88535066,128.600805,침산2동
가로등,,,,,,,35.88563445,128.6007719,침산2동
가로등,,,,,,,35.8859141,128.6007217,침산2동
가로등,,,,,,,35.88088305,128.6012284,칠성동
가로등,,,,,,,35.88066195,128.6011797,칠성동
가로등,,,,,,,35.88043057,128.6011374,칠성동
가로등,,,,,,,35.880046,128.6010718,칠성동
가로등,,,,,,,35.87978548,128.6010234,칠성동
가로등,,,,,,,35.87949077,128.6009905,칠성동
가로등,,,,,,,35.87909323,128.6010859,칠성동
가로등,,,,,,,35.878819,128.601163,칠성동
가로등,,,,,,,35.87854967,128.6012388,칠성동
가로등,,,,,,,35.87851794,128.6014544,칠성동
가로등,,,,,,,35.87874767,128.60139,칠성동
가로등,,,,,,,35.87900646,128.6013177,칠성동
가로등,,,,,,,35.87924905,128.601251,칠성동
가로등,,,,,,,35.87951806,128.6012084,칠성동
가로등,,,,,,,35.87982975,128.6012367,칠성동
가로등,,,,,,,35.88006548,128.601273,칠성동
가로등,,,,,,,35.88045144,128.6014462,칠성동
가로등,,,,,,,35.88022861,128.6016268,칠성동
가로등,,,,,,,35.87995417,128.6018062,칠성동
가로등,,,,,,,35.87965228,128.6020021,칠성동
가로등,,,,,,,35.87937685,128.6021724,칠성동
가로등,,,,,,,35.87883435,128.6025047,칠성동
가로등,,,,,,,35.87866434,128.6026105,칠성동
가로등,,,,,,,35.87846962,128.6027142,칠성동
가로등,,,,,,,35.87824926,128.6028216,칠성동
가로등,,,,,,,35.91819068,128.5477118,태전2동
가로등,,,,,,,35.92066338,128.5460088,태전1동
가로등,,,,,,,35.92047891,128.5461119,태전2동
가로등,,,,,,,35.92017705,128.5463115,태전1동
가로등,,,,,,,35.91994143,128.5464749,태전2동
가로등,,,,,,,35.91970513,128.5466472,태전2동
가로등,,,,,,,35.91937693,128.5468771,태전2동
가로등,,,,,,,35.91908305,128.5470869,태전2동
가로등,,,,,,,35.91877839,128.5473043,태전2동
가로등,,,,,,,35.91848687,128.5475074,태전2동
가로등,,,,,,,35.91823835,128.5476836,태전2동
가로등,,,,,,,35.91796441,128.547875,태전2동
가로등,,,,,,,35.91748109,128.5481553,태전2동
가로등,,,,,,,35.91698293,128.5482769,태전2동
가로등,,,,,,,35.9092189,128.5790322,무태조야동
가로등,,,,,,,35.90859858,128.5774215,무태조야동
가로등,,,,,,,35.90868513,128.5778401,무태조야동
가로등,,,,,,,35.90875638,128.5782013,무태조야동
가로등,,,,,,,35.9088429,128.5784069,무태조야동
가로등,,,,,,,35.90896907,128.5787737,무태조야동
가로등,,,,,,,35.90920213,128.579009,무태조야동
가로등,,,,,,,35.90939356,128.5794416,무태조야동
가로등,,,,,,,35.90948231,128.5797965,무태조야동
가로등,,,,,,,35.90968247,128.5801027,무태조야동
가로등,,,,,,,35.90989352,128.5803267,무태조야동
가로등,,,,,,,35.91010548,128.5805502,무태조야동
가로등,,,,,,,35.91025515,128.5807029,무태조야동
가로등,,,,,,,35.91043636,128.5808981,무태조야동
가로등,,,,,,,35.91064188,128.5811738,무태조야동
가로등,,,,,,,35.90853413,128.6222459,검단동
가로등,,,,,,,35.91168189,128.626489,검단동
가로등,,,,,,,35.91153261,128.6262891,검단동
가로등,,,,,,,35.9113542,128.6260447,검단동
가로등,,,,,,,35.91117596,128.6258083,검단동
가로등,,,,,,,35.91099714,128.6255652,검단동
가로등,,,,,,,35.91085699,128.625376,검단동
가로등,,,,,,,35.91063136,128.6250691,검단동
가로등,,,,,,,35.9104542,128.6248321,검단동
가로등,,,,,,,35.91029726,128.6246221,검단동
가로등,,,,,,,35.91012831,128.6243939,검단동
가로등,,,,,,,35.90994294,128.6241441,검단동
가로등,,,,,,,35.90976998,128.6239057,검단동
가로등,,,,,,,35.90957784,128.6236519,검단동
가로등,,,,,,,35.90938509,128.6233911,검단동
가로등,,,,,,,35.90916198,128.6230894,검단동
가로등,,,,,,,35.90902534,128.6229048,검단동
가로등,,,,,,,35.90884075,128.6226596,검단동
가로등,,,,,,,35.9086572,128.6224112,검단동
가로등,,,,,,,35.90847428,128.62216,검단동
가로등,,,,,,,35.90830017,128.6219265,검단동
가로등,,,,,,,35.90810897,128.6216662,검단동
가로등,,,,,,,35.90792605,128.6214192,검단동
가로등,,,,,,,35.90773689,128.6211636,검단동
가로등,,,,,,,35.9075596,128.6209251,검단동
가로등,,,,,,,35.90737403,128.6206725,검단동
가로등,,,,,,,35.90719122,128.620429,검단동
가로등,,,,,,,35.90695454,128.6201151,검단동
가로등,,,,,,,35.90682253,128.619936,검단동
가로등,,,,,,,35.9066567,128.6197081,검단동
가로등,,,,,,,35.90650765,128.6195079,검단동
가로등,,,,,,,35.90630466,128.6192347,검단동
가로등,,,,,,,35.88429307,128.5906543,칠성동
가로등,,,,,,,35.88386584,128.5916737,칠성동
가로등,,,,,,,35.88363675,128.5915603,칠성동
가로등,,,,,,,35.88339453,128.5914403,칠성동
가로등,,,,,,,35.88326273,128.5911876,칠성동
가로등,,,,,,,35.88333013,128.5908808,고성동
가로등,,,,,,,35.88342405,128.5906473,고성동
가로등,,,,,,,35.88365734,128.5904851,고성동
가로등,,,,,,,35.88394914,128.5905422,칠성동
가로등,,,,,,,35.88415171,128.5906032,칠성동
가로등,,,,,,,35.8843504,128.5906668,칠성동
가로등,,,,,,,35.88453466,128.5907238,칠성동
가로등,,,,,,,35.88473334,128.5907861,칠성동
가로등,,,,,,,35.88493203,128.5908485,칠성동
가로등,,,,,,,35.88512905,128.5909101,칠성동
가로등,,,,,,,35.88532552,128.5909725,침산3동
가로등,,,,,,,35.88541866,128.5911752,침산3동
가로등,,,,,,,35.88536369,128.5914235,침산2동
가로등,,,,,,,35.88528308,128.59178,침산2동
가로등,,,,,,,35.88524297,128.5919681,침산2동
가로등,,,,,,,35.88520808,128.5921244,침산2동
가로등,,,,,,,35.88512374,128.5922963,칠성동
가로등,,,,,,,35.88503995,128.5922538,칠성동
가로등,,,,,,,35.88483491,128.5921508,칠성동
가로등,,,,,,,35.88462352,128.5920469,칠성동
가로등,,,,,,,35.88439375,128.5919349,칠성동
가로등,,,,,,,35.88343904,128.5903284,고성동
가로등,,,,,,,35.88350016,128.5900491,고성동
가로등,,,,,,,35.8833315,128.5899981,고성동
가로등,,,,,,,35.88327102,128.5902758,고성동
가로등,,,,,,,35.88542009,128.5905782,침산3동
가로등,,,,,,,35.88812691,128.5911819,침산3동
가로등,,,,,,,35.88790645,128.591327,침산3동
가로등,,,,,,,35.88775746,128.5913807,침산3동
가로등,,,,,,,35.887544,128.5913148,침산3동
가로등,,,,,,,35.88728462,128.5912327,침산3동
가로등,,,,,,,35.88697687,128.5911335,침산3동
가로등,,,,,,,35.88671642,128.5910548,침산3동
가로등,,,,,,,35.88643082,128.5909673,침산3동
가로등,,,,,,,35.88614646,128.590877,침산3동
가로등,,,,,,,35.88585204,128.5907849,침산3동
가로등,,,,,,,35.88543507,128.5905822,침산3동
가로등,,,,,,,35.88519461,128.5905052,칠성동
가로등,,,,,,,35.88497947,128.5904406,칠성동
가로등,,,,,,,35.88476717,128.5903773,칠성동
가로등,,,,,,,35.88452851,128.5903049,칠성동
가로등,,,,,,,35.88420666,128.5902423,칠성동
가로등,,,,,,,35.88392682,128.5901566,고성동
가로등,,,,,,,35.88373097,128.5899589,고성동
가로등,,,,,,,35.88362846,128.5897634,고성동
가로등,,,,,,,35.88810054,128.5914665,침산3동
가로등,,,,,,,35.88894481,128.5913542,침산3동
가로등,,,,,,,35.88830668,128.5914425,침산3동
가로등,,,,,,,35.88803621,128.5917866,침산3동
가로등,,,,,,,35.8882851,128.5918314,침산3동
가로등,,,,,,,35.88850514,128.5919097,침산2동
가로등,,,,,,,35.88849468,128.5916629,침산3동
가로등,,,,,,,35.88872817,128.5914648,침산3동
가로등,,,,,,,35.88902467,128.5913095,침산3동
가로등,,,,,,,35.88928838,128.5911723,침산3동
가로등,,,,,,,35.88952681,128.5910474,침산3동
가로등,,,,,,,35.88981503,128.5909024,침산3동
가로등,,,,,,,35.89009216,128.5907944,침산3동
가로등,,,,,,,35.89029862,128.5906903,침산3동
가로등,,,,,,,35.89056627,128.59052,침산3동
가로등,,,,,,,35.89080206,128.5903911,침산3동
